row.names,id,user_id,context_id,gesture_id,gesture_confirmation_id,latitude,longitude,title,snippet,country,city,locality,timestamp,date
404,404,168,1,1,2,40.64642,140.5242,????,"22-06-2015, 10:34 ??",NULL,NULL,NULL,1434937000000,2015-06-22
405,405,115,1,1,1,35.6568,139.7807,???,"22-06-2015, 11:17 ??",NULL,NULL,NULL,1434939000000,2015-06-22
406,406,169,1,1,1,34.52251,135.6094,???,"22-06-2015, 11:36 ??",NULL,NULL,NULL,1434941000000,2015-06-22
407,407,110,1,1,1,43.09046,141.5305,???,"22-06-2015, 11:44 ??",NULL,NULL,NULL,1434941000000,2015-06-22
408,408,169,1,3,3,34.48978,135.6107,?????,"22-06-2015, 12:15 ??",NULL,NULL,NULL,1434943000000,2015-06-22
409,409,123,1,3,3,34.4164,132.4527,?????,"22-06-2015, 12:16 ??",NULL,NULL,NULL,1434943000000,2015-06-22
410,410,137,1,2,2,35.65619,139.7975,????,"22-06-2015, 12:18 ??",NULL,NULL,NULL,1434943000000,2015-06-22
411,411,163,1,1,1,33.2053,130.3734,???,"22-06-2015, 12:35 ??",NULL,NULL,NULL,1434944000000,2015-06-22
412,412,170,1,2,2,33.16035,129.8976,????,"22-06-2015, 12:39 ??",NULL,NULL,NULL,1434944000000,2015-06-22
413,413,157,1,1,1,34.69088,135.5012,???,"22-06-2015, 12:50 ??",NULL,NULL,NULL,1434945000000,2015-06-22
414,414,131,1,1,1,37.79164,139.1158,???,"22-06-2015, 12:52 ??",NULL,NULL,NULL,1434945000000,2015-06-22
415,415,107,1,2,2,35.79719,139.9115,????,"22-06-2015, 1:21 ??",NULL,NULL,NULL,1434947000000,2015-06-22
416,416,105,1,1,1,35.72762,139.7103,Feeling HAPPY,"22-06-2015, 1:23 PM",NULL,NULL,NULL,1434947000000,2015-06-22
417,417,104,1,1,1,36.45908,136.5085,???,"22-06-2015, 1:32 ??",NULL,NULL,NULL,1434948000000,2015-06-22
418,418,105,1,2,2,35.72835,139.7121,Feeling OKAY,"22-06-2015, 1:36 PM",NULL,NULL,NULL,1434948000000,2015-06-22
419,419,171,1,1,1,35.67395,139.7682,???,"22-06-2015, 1:53 ??",NULL,NULL,NULL,1434949000000,2015-06-22
420,420,118,1,2,2,35.69682,139.8135,????,"22-06-2015, 1:56 ??",NULL,NULL,NULL,1434949000000,2015-06-22
421,421,162,1,2,2,35.69627,139.816,????,"22-06-2015, 1:56 ??",NULL,NULL,NULL,1434949000000,2015-06-22
422,422,104,1,1,1,36.46831,136.5434,???,"22-06-2015, 2:10 ??",NULL,NULL,NULL,1434950000000,2015-06-22
423,423,126,1,1,1,34.7107,135.5093,???,"22-06-2015, 2:40 ??",NULL,NULL,NULL,1434952000000,2015-06-22
